TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
JOPA3;21;3.91;15.52;0.39;0.1;19.66;4.75;0.65;2.13;8.39;6.24;1.14;0.1;0.31;-0.35;1.78;2.51;0.64;5.08;0.25;0.66;0.98;16.21;-5.65;37803;53.87;1.35;-0.25;223911091.4
JOPA4;33.8;2.67;24.98;0.63;0.16;19.66;4.75;0.65;3.43;8.39;6.24;1.14;0.16;0.51;-0.57;1.78;2.51;0.64;5.08;0.25;0.66;0.98;16.21;-5.65;3380;53.87;1.35;-0.4;223911091.4
JSLG3;8.5;2.78;6.7;1.48;0.25;18.43;17.19;5.43;2.12;6.5;4.33;3.03;0.36;3.03;-0.34;1.48;22.07;3.74;15.26;0.17;0.83;0.69;-3.66;;1660240.95;5.75;1.27;0.08;2434664163
KEPL3;10.5;10.84;6.02;2.82;1.55;34.29;25.06;19.31;4.64;4.45;-0.27;-0.17;1.16;5.04;-4.26;1.93;46.85;25.67;36.97;0.55;0.45;1.33;25.71;;12721572.51;3.72;1.74;0.5;1887061365
KLBN11;22;7.67;8.58;2.22;0.48;39.1;24.14;15.48;5.5;9.9;4.65;1.87;1.33;3.39;-0.65;2.16;25.81;5.57;8.05;0.22;0.74;0.36;19.06;40.17;101724691;9.93;2.56;-0.22;24718728126
KLBN3;4.41;7.66;8.6;2.22;0.48;39.1;24.14;15.48;5.52;9.9;4.65;1.87;1.33;3.4;-0.65;2.16;25.81;5.57;8.05;0.22;0.74;0.36;19.06;40.17;1604566.03;1.99;0.51;-0.22;24718728126
KLBN4;4.41;7.66;8.6;2.22;0.48;39.1;24.14;15.48;5.52;9.9;4.65;1.87;1.33;3.4;-0.65;2.16;25.81;5.57;8.05;0.22;0.74;0.36;19.06;40.17;8060763.79;1.99;0.51;-0.22;24718728126
KRSA3;0.8;;-2.78;0.59;0.13;21.53;11.1;-10.26;2.57;11.92;9.35;2.14;0.29;0.9;-0.18;2.02;-21.17;-4.67;6.33;0.22;0.76;0.45;;;1055327.31;1.36;-0.29;-0.02;618678453.6
LAME3;6.6;;21.15;1.91;0.28;32.9;4.35;2.27;11.03;16.86;5.87;1.01;0.48;1.2;-0.66;1.72;9.02;1.34;2.89;0.15;0.63;0.59;3.5;18.61;;3.46;0.31;-46.97;12391135397
LAME4;6.57;;21.06;1.9;0.28;32.9;4.35;2.27;10.98;16.86;5.87;1.01;0.48;1.19;-0.65;1.72;9.02;1.34;2.89;0.15;0.63;0.59;3.5;18.61;;3.46;0.31;-46.75;12391135397
LAND3;19.26;7.03;12.57;2.64;2.02;94.09;67.86;150.05;27.79;30.86;1.28;0.12;18.86;-40.78;-2.05;0.19;21.03;16.09;-2.85;0.76;0.24;0.11;;;2252646.97;7.29;1.53;0.02;1853331288
LAVV3;6.82;4.31;8.79;1.11;0.67;33.64;19.83;21.54;9.55;6.58;-3.32;-0.39;1.89;1.13;-2.93;4.33;12.6;7.62;8.46;0.6;0.35;0.35;122.69;;4368877.95;6.16;0.78;0.37;1360824281
LCAM3;24.15;;37.5;1.74;0.61;35.76;27.34;4.3;5.9;10.76;4.86;1.43;1.61;166.44;-0.75;1.02;4.64;1.63;9.64;0.35;0.65;0.38;49.27;40.15;;13.87;0.64;-0.58;12285815276
LEVE3;40.19;10.84;7.3;3.62;1.71;29.06;19.56;15.85;5.92;6.15;0.22;0.13;1.16;5.65;-4.61;1.93;49.55;23.47;34.33;0.47;0.53;1.48;13.28;24.38;21337581.18;11.11;5.51;0.19;5156718615
LHER3;0;;0;0;0;63.41;22.35;10.99;0;-3.77;-3.77;-0.15;0;0;0;6.36;1.95;0.67;3.94;0.34;0.66;0.06;4.31;-51.59;;141.54;2.76;0;0
LHER4;0;;0;0;0;63.41;22.35;10.99;0;-3.77;-3.77;-0.15;0;0;0;6.36;1.95;0.67;3.94;0.34;0.66;0.06;4.31;-51.59;;141.54;2.76;0;0
LIGT3;5.51;;-0.39;0.67;0.09;16.14;-14.91;-39.74;-1.04;-5.36;-4.33;2.8;0.15;-0.19;-0.11;0.27;-172.2;-22.51;-19.41;0.13;0.87;0.57;3.21;;8585148.51;8.21;-14.14;0;2052779835
LINX3;37.4;;-90.95;4.38;2.74;68.7;-4.79;-8.67;-164.48;-159.3;5.18;-0.14;7.88;11.96;-4.82;2.14;-4.81;-3.02;-2.23;0.63;0.37;0.35;14.3;;;8.55;-0.41;0.13;7083895104
LIPR3;70.12;3.38;35.99;3.88;3.64;;;;40.17;39.28;-0.89;-0.09;;33.14;-4.13;11.06;10.78;10.1;9.33;0.94;0.06;0;;-10.18;15669.67;18.07;1.95;-5.77;824954016.7
LJQQ3;3.88;;-22.5;1.42;0.26;33.14;2.69;-1.38;11.55;14.25;2.82;0.35;0.31;0.97;-0.71;1.71;-6.3;-1.14;4.72;0.18;0.82;0.83;18.92;;14559995.62;2.74;-0.17;0.1;726686243.7
LOGG3;20.61;4.45;9.35;0.58;0.34;98.61;140.74;91.28;6.07;10.75;4.58;0.44;8.54;3.7;-0.4;2.36;6.18;3.61;5.86;0.59;0.41;0.04;16.9;43.17;4677283.49;35.67;2.2;-0.21;2105500164
LOGN3;37.56;;10.59;4.28;1.19;23.67;17.51;17.4;10.52;13.88;2.37;0.96;1.84;11.01;-1.68;1.58;40.42;11.2;10.45;0.28;0.72;0.64;18.84;;3087980.03;8.78;3.55;0.08;4021129204
LPSB3;1.96;1.06;52;1.44;0.75;82.19;18.93;2.91;8.01;6.9;-1.4;-0.25;1.52;7.93;-0.99;1.63;2.77;1.44;13.24;0.52;0.49;0.5;11.92;;291880.56;1.36;0.04;-0.58;289207076.8
LREN3;12.21;5.95;11.57;1.21;0.59;59.99;7.71;7.63;11.46;11.34;-0.56;-0.06;0.88;2.35;-1.45;1.73;10.46;5.09;7.95;0.49;0.51;0.67;12.26;6.76;307979341.6;10.08;1.05;-1.07;11761001585
LTEL3B;86.61;1.41;16.5;5.71;5.64;;;;16.66;16.65;-0.02;-0.01;;-973.91;-5.68;0.52;34.63;34.21;34.27;0.99;0.01;0;;-16.16;;15.16;5.25;-0.42;18664056854
LUPA3;2.19;;2.21;0.55;0.17;21.99;-64.25;40.69;-1.4;-3.87;-2.4;0.94;0.9;2.32;-0.25;1.33;24.86;7.89;-59.21;0.32;0.68;0.19;-0.35;;1826557.49;3.99;0.99;0;86063988.75
LUXM3;0;;0;0;0;30.07;16.81;10.86;0;8.54;-0.15;-0.03;0;0;0;0.96;12.61;9.06;11.35;0.72;0.28;0.83;6.11;30.41;;5.59;0.7;0;199266480
LUXM4;17.19;;24.39;3.07;2.21;30.07;16.81;10.86;15.76;8.54;-0.15;-0.03;2.65;-437.84;-2.55;0.96;12.61;9.06;11.35;0.72;0.28;0.83;6.11;30.41;132064.67;5.59;0.7;0.74;199266480
LVTC3;4.09;0.33;19.13;0.41;0.19;21.78;6.68;1.37;3.92;2.99;-1.07;-0.11;0.26;0.63;-0.35;2.88;2.15;0.99;8.21;0.46;0.54;0.72;;;140552.64;9.95;0.21;-0.28;264471927.7
LWSA3;5.6;0.94;-174.64;1.15;0.76;45.96;5.16;-1.56;52.83;39.47;-15.62;-0.34;2.73;5.64;-1.29;1.48;-0.66;-0.43;2.02;0.66;0.34;0.28;31.17;;33202373.05;4.89;-0.03;0.46;3336279285
MAGG3;59.4;;-119.99;1.32;0.44;33.56;9.54;-0.57;7.17;11.3;4.13;0.76;0.68;9.32;-0.71;1.14;-1.1;-0.37;7.17;0.33;0.67;0.64;8.44;;;44.89;-0.5;1.04;2972404571
MAPT3;30.05;;-174.76;-4.45;35.72;;;;-174.76;-118.77;0;;;-5522.56;-35.72;0;-2.55;-20.44;2.55;-8.03;9.03;0;;;9015;-6.75;-0.17;21.47;18765212.75
MAPT4;11;;-63.97;-1.63;13.08;;;;-63.97;-118.77;0;;;-2021.57;-13.08;0;-2.55;-20.44;2.55;-8.03;9.03;0;;;2688;-6.75;-0.17;7.86;18765212.75
MATD3;7.05;0.91;23.58;1.64;0.53;34.17;20.07;5.54;6.51;8.99;2.3;0.58;1.31;3.4;-0.7;2.81;6.94;2.25;11.39;0.32;0.66;0.41;;;3326202.26;4.31;0.3;-2.13;2695425238
MBLY3;3.46;;-4.86;0.71;0.45;42.25;-13.31;-12.42;-4.54;-4.89;-0.13;0.02;0.6;1.14;-1.02;3.49;-14.7;-9.31;-11.72;0.63;0.37;0.75;;;6582404.46;4.84;-0.71;0.23;368455067.8
MDIA3;32.76;0.61;22.28;1.59;0.95;28.47;5.98;4.5;16.76;18.86;1.74;0.17;1;4.14;-1.7;2.07;7.12;4.26;5.78;0.6;0.4;0.95;13.34;-10;40098466.79;20.64;1.47;-1.14;11105640000
MDNE3;10.22;;6.81;0.69;0.28;31.88;12.83;12.95;6.87;6.4;-0.58;-0.06;0.88;1.18;-0.45;2.76;10.14;4.14;6.69;0.41;0.59;0.32;5.57;;4883448.41;14.8;1.5;0.2;867773812.5
MEAL3;1.57;;4.68;0.42;0.17;31.52;11.42;4.23;1.74;3.18;1.36;0.33;0.2;-3.36;-0.21;0.77;8.9;3.67;13.78;0.41;0.59;0.87;8.44;92.13;2915413.77;3.76;0.34;-0.02;449600162.1
MEGA3;7.91;;-694.85;0.99;0.29;28.19;26.14;-0.27;7.3;19.75;12.32;1.68;1.91;-3.89;-0.33;0.61;-0.14;-0.04;4.4;0.29;0.71;0.15;;;8109154.62;7.96;-0.01;;4925798698
MELK3;4.02;13.15;10.29;0.69;0.35;20.11;5.2;7.61;15.06;11.87;-3.12;-0.14;0.78;0.62;-1.93;3.11;6.74;3.35;1.78;0.5;0.46;0.44;17.62;2.47;1065520.46;5.79;0.39;-0.41;829202750.8
MERC3;15.28;;-76.53;1.11;1;70.52;-11.19;-7.54;-51.62;-39.69;;;5.77;16.95;-1.06;;-1.45;-1.31;;0.9;0.1;0.17;-29.95;;;13.81;-0.2;0.58;211609667.8
MERC4;7.16;6.28;-35.86;0.52;0.47;70.52;-11.19;-7.54;-24.19;-39.69;;;2.71;7.94;-0.5;;-1.45;-1.31;;0.9;0.1;0.17;-29.95;;5816;13.81;-0.2;0.27;211609667.8
MGEL3;19.13;;0.5;3.45;0.14;12.52;8.97;23.18;1.29;7.61;6.51;17.45;0.12;0.91;-0.26;1.49;692.47;28.32;-11.53;0.04;0.96;1.22;17.93;;;5.55;38.43;0;96029087.39
MGEL4;15.2;;0.4;2.74;0.11;12.52;8.97;23.18;1.02;7.61;6.51;17.45;0.09;0.73;-0.21;1.49;692.47;28.32;-11.53;0.04;0.96;1.22;17.93;;40485.14;5.55;38.43;0;96029087.39
MGLU3;1.46;;-11;0.98;0.28;27.92;1.31;-2.38;20.07;29.87;9.66;0.47;0.26;2.57;-0.6;1.25;-8.95;-2.52;-2.39;0.28;0.72;1.06;25.49;;221632564.7;1.48;-0.13;-0.01;9853433198
MILS3;10.8;2.05;10.95;1.99;1;64.57;31.89;19.1;6.56;7.79;1.29;0.39;2.09;4.36;-1.55;2.83;18.18;9.15;15.55;0.5;0.5;0.48;30.26;;11081878.92;5.43;0.99;0.31;2660135645
MLAS3;1.91;;-3.6;0.42;0.24;18.8;-8.5;-10.87;-4.6;-5.37;-0.58;0.05;0.39;0.43;-1.19;3.27;-11.61;-6.69;-7.79;0.58;0.42;0.62;;;8256744;4.58;-0.53;0.02;1567229920
MMAQ3;0;;0;0;0;9.67;6.17;4.08;0;3.19;3.17;0.76;0;0;0;1.58;15.88;7.41;8.56;0.47;0.53;1.82;25.76;29.54;;5503.84;873.91;0;1115195.25
MMAQ4;49.73;503.4;0.06;0.01;0;9.67;6.17;4.08;0.04;3.19;3.17;0.76;0;0.01;-0.02;1.58;15.88;7.41;8.56;0.47;0.53;1.82;25.76;29.54;;5503.84;873.91;-0.03;1115195.25
MMXM3;14;;-2.17;-0.11;0.71;;;;-181.31;-719.57;-538.27;;;-0.1;-0.75;0.01;-4.97;-32.75;0.28;-6.58;7.6;0;-6.95;;;-129.88;-6.46;0.03;90834562
MNDL3;49.95;;0.14;0.73;0.1;37.96;12.74;112.86;1.2;4.85;3.64;2.21;0.15;-0.75;-0.15;0.73;536.81;70.61;-34.7;0.13;0.87;0.63;11.73;;36548.13;68.56;368.06;0;123888987
MNPR3;14.26;;-65.28;-0.31;0.31;28.24;9.29;-0.4;2.84;2.99;0;;0.26;-0.27;-0.72;0.33;-0.47;-0.48;-10.56;-1.01;2.02;1.19;13.94;;69541.61;-46.09;-0.22;0.63;101247426
MOAR3;398.99;0.92;5.9;3.14;1.64;;;;4.17;3.95;-0.21;-0.16;;5.61;-2.79;3.5;53.22;27.86;39.35;0.52;0.48;0;;42.45;49620.44;127;67.59;0;4888114667
MODL11;8.46;;-27.27;1.66;0.27;50.83;-5.11;-5.48;-29.26;-29.26;;;1.5;;-0.3;;-6.1;-0.97;;0.16;0.84;0.18;;;;5.09;-0.31;0.17;1985844000
MODL3;3.08;1.42;-29.78;1.82;0.29;50.83;-5.11;-5.48;-31.96;-29.26;;;1.63;;-0.32;;-6.1;-0.97;;0.16;0.84;0.18;;;18194928.05;1.7;-0.1;0.19;1985844000
MODL4;2.72;;-26.3;1.6;0.26;50.83;-5.11;-5.48;-28.22;-29.26;;;1.44;;-0.29;;-6.1;-0.97;;0.16;0.84;0.18;;;;1.7;-0.1;0.17;1985844000
MOSI3;8.24;;32.29;1.56;1.46;89.47;6.23;14.75;76.45;36.94;-39.51;-0.81;4.76;1.91;-8.4;13.23;4.84;4.52;0.25;0.93;0.07;0.31;;;;5.27;0.26;;1043149227
MOVI3;8.77;3.11;27.69;1.03;0.15;33.44;19.87;1.09;1.52;7.03;5.46;3.71;0.3;1.65;-0.2;1.63;3.73;0.54;12.01;0.15;0.85;0.5;31.22;11.54;40443350.38;8.48;0.32;-0.31;3177389294
MPLU3;26.8;;12.2;17.37;2.68;95.29;66.35;56.37;10.37;7.73;-2.64;-4.42;6.88;50.65;-23.58;1.06;142.4;21.94;100.98;0.15;0.85;0.39;-17.46;8.96;;1.54;2.2;-0.39;4348208156
MRFG3;6.38;14.26;-3.78;1.51;0.05;11.1;1.1;-1.17;4.03;32.78;28.67;10.74;0.04;1.11;-0.07;1.14;-39.99;-1.28;1.44;0.03;0.82;1.09;66.77;;77473568.92;4.22;-1.69;0.03;6124800000
MRSA3B;25.06;2.33;8.13;1.42;0.58;42.7;35.7;17.7;4.03;5.46;1.54;0.54;1.44;-16.57;-0.68;0.81;17.48;7.12;15.94;0.41;0.59;0.4;9.87;17.84;15871.33;17.63;3.08;0.08;8292899031
MRSA5B;23.56;2.73;7.64;1.34;0.54;42.7;35.7;17.7;3.79;5.46;1.54;0.54;1.35;-15.58;-0.64;0.81;17.48;7.12;15.94;0.41;0.59;0.4;9.87;17.84;7418;17.63;3.08;0.07;8292899031
MRSA6B;23.56;2.73;7.64;1.34;0.54;42.7;35.7;17.7;3.79;5.46;1.54;0.54;1.35;-15.58;-0.64;0.81;17.48;7.12;15.94;0.41;0.59;0.4;9.87;17.84;6737.33;17.63;3.08;0.07;8292899031
MRVE3;8.33;;-38.95;0.78;0.2;20.68;-0.38;-1.75;-178.37;-472.12;-286.47;1.25;0.68;0.83;-0.38;2.06;-2;-0.51;-0.48;0.26;0.71;0.29;6.86;;140068954.6;10.71;-0.21;0.32;4681214740
MSPA3;46.25;0.12;17.74;0.36;0.21;37.32;13.61;8.25;10.75;14.19;3.61;0.12;1.46;7.67;-0.23;1.46;2.02;1.17;2.49;0.58;0.42;0.14;6.46;-15.23;;128.8;2.61;-0.12;291394491.3
MSPA4;40;0.15;15.34;0.31;0.18;37.32;13.61;8.25;9.3;14.19;3.61;0.12;1.27;6.64;-0.2;1.46;2.02;1.17;2.49;0.58;0.42;0.14;6.46;-15.23;6023;128.8;2.61;-0.1;291394491.3
MSRO3;702.5;;1733.91;253.87;65.63;45.43;31.23;7.41;411.21;414.12;2.91;1.8;128.44;8582.39;-95.71;1.02;14.64;3.78;14.96;0.26;0.74;0.51;8.72;94.15;;2.77;0.41;2451.84;18271898550
MTIG3;0;;0;0;0;-16.12;-64.07;-113.09;0;-1.28;-1.17;;0;0;0;0.27;-725.28;-74.53;-104.33;-0.1;1.1;0.66;-17.44;;;-0.06;-0.46;0;3700608
MTIG4;23;;-49.52;-359.15;36.91;-16.12;-64.07;-113.09;-87.41;-1.28;-1.17;;56;-50.93;-50.15;0.27;-725.28;-74.53;-104.33;-0.1;1.1;0.66;-17.44;;;-0.06;-0.46;-0.09;3700608
MTRE3;3.75;23.38;4.06;0.39;0.18;24.3;10.97;12.11;4.49;9.1;4.56;0.39;0.49;0.36;-0.89;2.85;9.49;4.51;4.21;0.47;0.51;0.37;69.15;;5000676.13;9.72;0.92;0.02;396655575
MTSA3;79;2.22;7.35;1.66;1.27;30.78;15.4;13.02;6.21;4.02;-0.84;-0.22;0.96;2.27;-5.61;3.6;22.64;17.26;18.07;0.76;0.24;1.33;27.16;48.38;7900;47.51;10.75;0.19;546499338
MTSA4;46.69;4.12;4.34;0.98;0.75;30.78;15.4;13.02;3.67;4.02;-0.84;-0.22;0.57;1.34;-3.32;3.6;22.64;17.26;18.07;0.76;0.24;1.33;27.16;48.38;178765;47.51;10.75;0.11;546499338
MULT3;25.14;3.51;15.78;2.19;1.4;92.65;74.87;48.73;10.27;11.82;1.3;0.28;7.69;94.63;-1.61;1.12;13.87;8.84;14.14;0.64;0.36;0.18;9.22;20.97;102618323.5;11.49;1.59;0.55;15103128398
MWET3;13.3;;0.89;-2.29;0.1;15.33;1.54;10.62;6.16;20.72;16.13;;0.09;-1.54;-0.16;0.86;-257.12;11.07;-28.09;-0.04;1.05;1.04;19.24;36.4;1993;-5.81;14.94;0;20401669.74
MWET4;8.22;;0.55;-1.41;0.06;15.33;1.54;10.62;3.8;20.72;16.13;;0.06;-0.95;-0.1;0.86;-257.12;11.07;-28.09;-0.04;1.05;1.04;19.24;36.4;32767.97;-5.81;14.94;0;20401669.74
MYPK3;11.47;2.63;-61.35;0.47;0.12;8.78;5.06;-0.18;2.14;6.72;4.54;0.99;0.11;0.76;-0.26;1.45;-0.76;-0.2;6.92;0.26;0.71;1.14;17.75;;18443863.21;24.63;-0.19;0.59;1763163823
NAFG3;64.37;;11.8;2.76;1.15;41.15;16.49;9.34;6.68;5.06;1.17;0.48;1.1;3.2;-2.87;2.52;23.42;9.77;15.89;0.42;0.58;1.05;7.87;35.19;;23.3;5.46;-1.14;508315292.4
NAFG4;19.02;;3.49;0.82;0.34;41.15;16.49;9.34;1.97;5.06;1.17;0.48;0.33;0.94;-0.85;2.52;23.42;9.77;15.89;0.42;0.58;1.05;7.87;35.19;;23.3;5.46;-0.34;508315292.4
NEMO3;0;;0;0;0;48.04;44.1;13.31;0;2.53;2.53;4.49;0;0;0;2.57;53.49;4.71;13.42;0.09;0.69;0.35;36.49;62.01;;35.25;18.86;0;0
NEMO5;52.97;;2.81;1.5;0.13;48.04;44.1;13.31;0.85;2.53;2.53;4.49;0.37;0.79;-0.18;2.57;53.49;4.71;13.42;0.09;0.69;0.35;36.49;62.01;;35.25;18.86;0.03;0
NEMO6;0;;0;0;0;48.04;44.1;13.31;0;2.53;2.53;4.49;0;0;0;2.57;53.49;4.71;13.42;0.09;0.69;0.35;36.49;62.01;;35.25;18.86;0;0
NEOE3;18.04;6.41;4.22;0.74;0.22;26.13;21.96;11.89;2.28;6.14;3.96;1.29;0.5;17.96;-0.29;1.06;17.61;5.33;12.45;0.3;0.7;0.45;15.85;66.47;29538108.62;24.28;4.28;0.18;21896902354
NEXP3;5.16;;-0.09;-0.11;0.11;77.8;-67.97;-113.2;-0.15;-0.7;-0.55;;0.1;-0.25;-0.16;0.45;-117.25;-117.1;129.17;-1;2;1.03;6.18;;9395.08;-48.73;-57.14;0;13702736.04
NGRD3;1.25;1.18;23.49;0.65;0.43;63.75;-4.11;4.65;-26.61;-13.72;14.38;-0.35;1.09;1.7;-0.77;2.37;2.78;1.84;-4.01;0.66;0.34;0.4;10.18;10.25;589616.28;1.91;0.05;0.03;298327912.5
NINJ3;4.45;;-57.14;0.81;0.75;91.26;-58.87;-6.64;-6.44;1.24;7.67;-0.96;3.79;0.86;-11.85;15.59;-1.41;-1.32;-12.51;0.94;0.06;0.2;;;7899405.33;5.52;-0.08;0.66;226046725.7
NORD3;5.49;;-4.76;-0.23;1.98;91.56;227.18;-376.57;7.89;16.13;8.24;;17.93;-0.23;-2.13;0.01;-4.89;-41.56;-3.89;-8.51;9.51;0.11;23.27;;1082;-23.6;-1.15;2.78;36351958.14
NRTQ3;0;;0;0;0;24.42;14.05;15.96;0;0.79;0.79;0.11;0;0;0;4.55;16.52;12.49;12.14;0.76;0.24;0.78;9.53;22.89;;19.63;3.24;0;0
NTCO3;12.49;;-6.11;0.84;0.34;64.7;-0.84;-8.22;-59.74;-96.92;-34.26;0.48;0.5;4.01;-0.5;1.36;-13.8;-5.6;-1.1;0.41;0.59;0.68;29.83;;136698126.3;14.81;-2.04;-0.01;17321732344
NUTR3;3.8;;14.29;1.59;0.52;16.31;6.77;2.26;4.78;5.33;0.51;0.17;0.32;1.42;-1.53;2.25;11.16;3.65;21.96;0.33;0.67;1.61;36.34;;21735.62;2.38;0.27;-0.23;50328720
ODER4;98.91;1.19;9.34;2.31;1.33;31.01;18.23;14.59;7.48;8.41;0.93;0.29;1.36;2.65;-4.47;3.52;24.73;14.26;20.17;0.58;0.42;0.98;18.87;47.44;9450.5;42.8;10.59;0.56;1116407654
ODPV3;10.39;2.77;12.65;4.22;2.73;47.47;28.54;22.18;9.83;9.44;-0.54;-0.23;2.81;-28.07;-3.41;0.67;33.32;21.57;28.63;0.65;0.35;0.97;5.77;-2.04;13655990.03;2.46;0.82;1.08;5740429939
OFSA3;18.88;3.37;58.81;1.53;0.78;49.32;13.77;1.73;7.38;8.74;1.02;0.21;1.02;2.02;-2.06;2.66;2.61;1.33;4.99;0.51;0.49;0.77;15.56;-14.59;220087.15;12.32;0.32;-0.7;1018557233
OGXP3;1.63;;-2.15;-0.98;0.92;;;;-9.26;-9.26;0;;;-0.98;;0.51;-45.53;-43.02;10.57;-0.94;1.94;0;;;;-1.67;-0.76;0.02;52747073.84
OIBR3;0.61;;-0.02;-0.02;0.01;-4.04;-169.6;-219.45;-0.02;-1.23;-1.2;;0.04;-0.21;-0.02;0.83;-95.2;-77.59;9179.64;-0.82;1.81;0.35;-15.11;;3461358.33;-36.34;-34.59;0;422028007.7
OIBR4;1.83;;-0.05;-0.05;0.04;-4.04;-169.6;-219.45;-0.07;-1.23;-1.2;;0.12;-0.62;-0.06;0.83;-95.2;-77.59;9179.64;-0.82;1.81;0.35;-15.11;;170301.36;-36.34;-34.59;0;422028007.7
OMGE3;27.57;;33.53;1335.61;450.12;28.74;29.64;8.49;9.6;9.61;0.01;1.16;2.85;22264.37;-528.17;1.16;3983.73;1342.57;5711.92;0.34;0.66;158.15;34.84;10.41;;0.02;0.82;-0.52;5521562589
ONCO3;9.61;;34.93;2.27;0.59;35.87;14.27;2.88;7.06;11.42;4.04;1.3;1.01;4.6;-0.89;1.63;6.51;1.7;10.98;0.26;0.68;0.59;;;22208674.97;4.23;0.28;0.91;5069098157
OPCT3;4.62;;15.54;1.17;0.39;20.2;15.05;4.23;4.37;9.35;4.79;1.28;0.66;-6.82;-0.55;0.83;7.53;2.53;10.5;0.34;0.66;0.6;47.73;52.12;3639425;3.95;0.3;-0.1;923813139.5
ORVR3;34.7;;-20.74;4.68;1.37;28.71;14.5;-18.23;26.07;34.61;7.9;1.42;3.78;12.38;-1.82;1.81;-22.54;-6.61;4.19;0.29;0.69;0.36;22.01;;10541969.79;7.42;-1.67;-0.13;2878395848
